any,tipus_de_territori,territori,renda,preu_lloguer,poblacio_total,Espanya,No consta,Resta de la Unió Europea,Resta del món,Educació primària o inferior,Educació superior,Primera etapa d’educació secundària i similar,Segona etapa d’educació secundària i similar,atur,num_contractes,superficie_mitja,hut,territori_id
2012,Barri,la maternitat i sant ramon,,,23786,21111.0,0.0,647.0,2028.0,,,,,1404.0,,,,35
2013,Barri,la maternitat i sant ramon,,,23674,21019.0,0.0,661.0,1992.0,,,,,1409.0,,,,35
2014,Barri,la maternitat i sant ramon,,104.0,23554,21033.0,0.0,642.0,1877.0,,,,,1368.0,5010.0,76.2,36.0,35
2015,Barri,la maternitat i sant ramon,116.91632464496,114.0,23810,21318.0,0.0,668.0,1824.0,,,,,1268.0,5170.0,71.3,36.0,35
2016,Barri,la maternitat i sant ramon,118.335061665276,129.0,23868,21375.0,0.0,663.0,1830.0,,,,,1114.0,5490.0,71.0,46.0,35
2017,Barri,la maternitat i sant ramon,116.920658749068,134.0,23980,21275.0,0.0,702.0,2003.0,,,,,9540.0,6120.0,73.0,46.0,35
2018,Barri,la maternitat i sant ramon,116.775484835639,136.0,23984,21147.0,0.0,748.0,2088.0,,,,,8800.0,6880.0,74.3,46.0,35
2019,Barri,la maternitat i sant ramon,118.107057792275,144.0,23992,20934.0,0.0,832.0,2225.0,,,,,8760.0,6510.0,74.7,46.0,35
2020,Barri,la maternitat i sant ramon,117.524271350623,140.0,23968,20689.0,0.0,911.0,2366.0,,,,,8480.0,5310.0,73.2,44.0,35
2021,Barri,la maternitat i sant ramon,116.170430428738,130.0,23825,20418.0,0.0,840.0,2565.0,2136.0,11160.0,2829.0,4554.0,1129.0,7270.0,73.7,44.0,35
2022,Barri,la maternitat i sant ramon,,148.0,23684,20171.0,0.0,919.0,2593.0,2034.0,11141.0,2854.0,4600.0,7560.0,6050.0,75.1,44.0,35
2023,Barri,la maternitat i sant ramon,,158.0,24059,20060.0,7.0,977.0,3015.0,1979.0,11724.0,2825.0,4654.0,7740.0,4400.0,78.2,480.0,35
2024,Barri,la maternitat i sant ramon,,164.0,24313,19982.0,0.0,1041.0,3288.0,,,,,7790.0,3840.0,74.9,480.0,35
2025,Barri,la maternitat i sant ramon,,165.0,24687,19980.0,0.0,1147.0,3559.0,,,,,7480.0,3930.0,73.8,,35
2000,Barri,la nova esquerra de leixample,,,55100,53212.0,0.0,453.0,1432.0,,,,,,,,,36
2001,Barri,la nova esquerra de leixample,,,55424,52479.0,8.0,542.0,2395.0,0.0,0.0,0.0,0.0,,,,,36
2002,Barri,la nova esquerra de leixample,,,57422,52795.0,38.0,789.0,3800.0,,,,,,,,,36
2003,Barri,la nova esquerra de leixample,,,58191,51961.0,33.0,1058.0,5139.0,,,,,,,,,36
2004,Barri,la nova esquerra de leixample,,,58244,50990.0,8.0,1265.0,5981.0,,,,,,,,,36
2005,Barri,la nova esquerra de leixample,,,58627,50197.0,15.0,1595.0,6820.0,,,,,,,,,36
2006,Barri,la nova esquerra de leixample,,,59221,49965.0,14.0,1916.0,7326.0,,,,,,,,,36
2007,Barri,la nova esquerra de leixample,,,57998,49389.0,18.0,2441.0,6150.0,,,,,,,,,36
2008,Barri,la nova esquerra de leixample,,,58345,49156.0,15.0,2827.0,6347.0,,,,,,,,,36
2009,Barri,la nova esquerra de leixample,,,58532,48820.0,8.0,3015.0,6689.0,,,,,,,,,36
2010,Barri,la nova esquerra de leixample,,,58013,48544.0,7.0,3023.0,6439.0,,,,,,,,,36
2011,Barri,la nova esquerra de leixample,,,57676,48362.0,9.0,2762.0,6543.0,0.0,0.0,0.0,0.0,3211.0,,,,36
2012,Barri,la nova esquerra de leixample,,,57876,48345.0,6.0,2771.0,6754.0,,,,,3499.0,,,,36
2013,Barri,la nova esquerra de leixample,,,57890,48114.0,6.0,2965.0,6805.0,,,,,3532.0,,,,36
2014,Barri,la nova esquerra de leixample,,104.0,57625,47852.0,5.0,3074.0,6694.0,,,,,3342.0,1794.0,74.4,428.0,36
2015,Barri,la nova esquerra de leixample,114.690619737848,113.0,57664,48202.0,6.0,3041.0,6415.0,,,,,3026.0,1727.0,73.6,428.0,36
2016,Barri,la nova esquerra de leixample,113.842540117398,124.0,57699,48140.0,8.0,3112.0,6439.0,,,,,2684.0,1766.0,73.9,418.0,36
2017,Barri,la nova esquerra de leixample,113.820837164648,135.0,58337,47795.0,8.0,3400.0,7134.0,,,,,2359.0,2064.0,73.8,418.0,36
2018,Barri,la nova esquerra de leixample,113.668556340397,139.0,58265,47407.0,12.0,3495.0,7351.0,,,,,2226.0,2404.0,74.0,413.0,36
2019,Barri,la nova esquerra de leixample,113.418328489469,145.0,58668,46872.0,12.0,3953.0,7831.0,,,,,2122.0,2236.0,76.4,413.0,36
2020,Barri,la nova esquerra de leixample,114.867640993854,144.0,58648,46259.0,12.0,4109.0,8268.0,,,,,2151.0,174.0,75.2,413.0,36
2021,Barri,la nova esquerra de leixample,114.94609302044,134.0,57906,45465.0,11.0,3840.0,8590.0,4200.0,29313.0,6234.0,11160.0,2881.0,2631.0,74.9,404.0,36
2022,Barri,la nova esquerra de leixample,,149.0,57314,44984.0,9.0,4135.0,8186.0,3828.0,29656.0,6135.0,11026.0,1814.0,208.0,74.9,520.0,36
2023,Barri,la nova esquerra de leixample,,167.0,57584,44518.0,15.0,4156.0,8895.0,3697.0,30992.0,5941.0,11024.0,1779.0,153.0,74.1,4840.0,36
2024,Barri,la nova esquerra de leixample,,167.0,58299,44384.0,22.0,4412.0,9481.0,,,,,1857.0,1312.0,76.3,5060.0,36
2025,Barri,la nova esquerra de leixample,,173.0,59122,44517.0,22.0,4653.0,9930.0,,,,,1848.0,1277.0,72.7,,36
2000,Barri,la prosperitat,,,26870,26571.0,0.0,31.0,268.0,,,,,,,,,37
2001,Barri,la prosperitat,,,26775,26110.0,0.0,33.0,632.0,0.0,0.0,0.0,0.0,,,,,37
2002,Barri,la prosperitat,,,27168,25761.0,14.0,58.0,1335.0,,,,,,,,,37
2003,Barri,la prosperitat,,,27192,25202.0,15.0,76.0,1899.0,,,,,,,,,37
2004,Barri,la prosperitat,,,26902,24525.0,7.0,84.0,2286.0,,,,,,,,,37
2005,Barri,la prosperitat,,,26727,23941.0,5.0,131.0,2650.0,,,,,,,,,37
2006,Barri,la prosperitat,,,26770,23563.0,5.0,136.0,3066.0,,,,,,,,,37
2007,Barri,la prosperitat,,,26492,23156.0,0.0,292.0,3043.0,,,,,,,,,37
2008,Barri,la prosperitat,,,26634,22822.0,0.0,398.0,3412.0,,,,,,,,,37
2009,Barri,la prosperitat,,,26819,22697.0,0.0,447.0,3674.0,,,,,,,,,37
2010,Barri,la prosperitat,,,26574,22575.0,0.0,385.0,3613.0,,,,,,,,,37
2011,Barri,la prosperitat,,,26555,22530.0,0.0,347.0,3677.0,0.0,0.0,0.0,0.0,1897.0,,,,37
2012,Barri,la prosperitat,,,26463,22430.0,0.0,379.0,3653.0,,,,,2051.0,,,,37
2013,Barri,la prosperitat,,,26308,22373.0,0.0,406.0,3527.0,,,,,2217.0,,,,37
2014,Barri,la prosperitat,,89.0,26084,22440.0,0.0,368.0,3274.0,,,,,2147.0,4910.0,59.3,4.0,37
2015,Barri,la prosperitat,74.333986378303,96.0,25974,22595.0,0.0,355.0,3021.0,,,,,198.0,4630.0,57.2,4.0,37
2016,Barri,la prosperitat,71.6083615895509,103.0,26184,22656.0,0.0,357.0,3169.0,,,,,1811.0,4730.0,57.4,4.0,37
2017,Barri,la prosperitat,71.2711787977968,113.0,26415,22540.0,0.0,379.0,3495.0,,,,,1578.0,4870.0,58.8,4.0,37
2018,Barri,la prosperitat,71.3393785954811,118.0,26572,22350.0,0.0,422.0,3799.0,,,,,1484.0,5620.0,58.2,3.0,37
2019,Barri,la prosperitat,70.5290649844266,120.0,26855,22398.0,0.0,475.0,3982.0,,,,,135.0,5550.0,58.8,3.0,37
2020,Barri,la prosperitat,71.3002697920609,124.0,27026,22275.0,0.0,518.0,4233.0,,,,,1419.0,4400.0,58.3,3.0,37
2021,Barri,la prosperitat,73.8591464431744,118.0,26868,22015.0,0.0,515.0,4337.0,4809.0,6069.0,6747.0,5628.0,1843.0,5310.0,59.0,3.0,37
2022,Barri,la prosperitat,,126.0,26346,21777.0,0.0,508.0,4059.0,4487.0,6143.0,6716.0,5647.0,1292.0,4810.0,59.8,3.0,37
2023,Barri,la prosperitat,,139.0,26664,21673.0,0.0,531.0,4457.0,4323.0,6496.0,6728.0,5881.0,1135.0,3980.0,58.3,30.0,37
2024,Barri,la prosperitat,,139.0,27291,21870.0,0.0,582.0,4838.0,,,,,1233.0,3310.0,59.0,30.0,37
2025,Barri,la prosperitat,,144.0,27922,21998.0,0.0,692.0,5230.0,,,,,1223.0,3320.0,58.4,,37
2000,Barri,la sagrada familia,,,48923,47463.0,19.0,253.0,1188.0,,,,,,,,,38
2001,Barri,la sagrada familia,,,49563,46924.0,20.0,336.0,2283.0,0.0,0.0,0.0,0.0,,,,,38
2002,Barri,la sagrada familia,,,51539,47193.0,40.0,497.0,3809.0,,,,,,,,,38
2003,Barri,la sagrada familia,,,52013,46328.0,33.0,684.0,4968.0,,,,,,,,,38
2004,Barri,la sagrada familia,,,52029,45439.0,19.0,918.0,5653.0,,,,,,,,,38
2005,Barri,la sagrada familia,,,52146,44728.0,21.0,1146.0,6251.0,,,,,,,,,38
2006,Barri,la sagrada familia,,,52541,44445.0,30.0,1390.0,6676.0,,,,,,,,,38
2007,Barri,la sagrada familia,,,51801,44005.0,24.0,1930.0,5842.0,,,,,,,,,38
2008,Barri,la sagrada familia,,,52571,43922.0,21.0,2360.0,6268.0,,,,,,,,,38
2009,Barri,la sagrada familia,,,52969,43659.0,8.0,2579.0,6723.0,,,,,,,,,38
2010,Barri,la sagrada familia,,,52164,43356.0,9.0,2609.0,6190.0,,,,,,,,,38
2011,Barri,la sagrada familia,,,51976,43174.0,10.0,2434.0,6358.0,0.0,0.0,0.0,0.0,3084.0,,,,38
2012,Barri,la sagrada familia,,,52092,42898.0,8.0,2474.0,6712.0,,,,,3265.0,,,,38
2013,Barri,la sagrada familia,,,51821,42489.0,13.0,2591.0,6728.0,,,,,33.0,,,,38
2014,Barri,la sagrada familia,,105.0,51283,42261.0,20.0,2666.0,6336.0,,,,,3042.0,1461.0,68.4,794.0,38
2015,Barri,la sagrada familia,104.327100236004,111.0,51094,42395.0,15.0,2761.0,5923.0,,,,,2805.0,1456.0,67.7,794.0,38
2016,Barri,la sagrada familia,102.6976930386,122.0,51354,42192.0,8.0,2920.0,6234.0,,,,,2479.0,1485.0,67.2,772.0,38
2017,Barri,la sagrada familia,101.71591983276,133.0,51658,41708.0,7.0,3141.0,6802.0,,,,,2239.0,1756.0,68.9,772.0,38
2018,Barri,la sagrada familia,101.831316390101,137.0,51661,41116.0,5.0,3343.0,7197.0,,,,,2077.0,2002.0,69.0,768.0,38
2019,Barri,la sagrada familia,101.253552067654,145.0,51917,40442.0,9.0,3734.0,7732.0,,,,,1931.0,1977.0,68.7,768.0,38
2020,Barri,la sagrada familia,101.618558514636,143.0,52252,39901.0,15.0,4033.0,8303.0,,,,,193.0,151.0,68.7,765.0,38
2021,Barri,la sagrada familia,102.4850394443,136.0,52164,39292.0,10.0,3939.0,8923.0,4839.0,24126.0,6612.0,10299.0,2639.0,2225.0,69.2,755.0,38
2022,Barri,la sagrada familia,,153.0,51402,38684.0,12.0,4184.0,8522.0,4365.0,24481.0,6592.0,10145.0,1743.0,1748.0,69.3,750.0,38
2023,Barri,la sagrada familia,,167.0,51712,38208.0,9.0,4323.0,9172.0,4182.0,25624.0,6356.0,10388.0,1669.0,1338.0,70.2,7500.0,38
2024,Barri,la sagrada familia,,168.0,52825,37999.0,11.0,4684.0,10131.0,,,,,1777.0,1147.0,70.8,8170.0,38
2025,Barri,la sagrada familia,,169.0,53555,37982.0,10.0,5008.0,10555.0,,,,,1771.0,1013.0,68.5,,38
2000,Barri,la sagrera,,,27793,27171.0,0.0,65.0,556.0,,,,,,,,,39
2001,Barri,la sagrera,,,27948,26901.0,0.0,79.0,967.0,0.0,0.0,0.0,0.0,,,,,39
2002,Barri,la sagrera,,,28479,26846.0,15.0,106.0,1512.0,,,,,,,,,39
2003,Barri,la sagrera,,,28840,26595.0,14.0,150.0,2081.0,,,,,,,,,39
2004,Barri,la sagrera,,,28796,26192.0,0.0,173.0,2429.0,,,,,,,,,39
2005,Barri,la sagrera,,,28832,25974.0,0.0,209.0,2647.0,,,,,,,,,39
2006,Barri,la sagrera,,,28829,25624.0,0.0,276.0,2928.0,,,,,,,,,39
2007,Barri,la sagrera,,,28347,25245.0,0.0,416.0,2685.0,,,,,,,,,39
2008,Barri,la sagrera,,,28707,25222.0,0.0,504.0,2979.0,,,,,,,,,39
2009,Barri,la sagrera,,,28943,25190.0,0.0,558.0,3193.0,,,,,,,,,39
2010,Barri,la sagrera,,,28882,25096.0,0.0,545.0,3238.0,,,,,,,,,39
2011,Barri,la sagrera,,,29120,25240.0,0.0,501.0,3378.0,0.0,0.0,0.0,0.0,1884.0,,,,39
2012,Barri,la sagrera,,,29100,25127.0,0.0,534.0,3439.0,,,,,1984.0,,,,39
2013,Barri,la sagrera,,,28924,25062.0,0.0,553.0,3309.0,,,,,2061.0,,,,39
2014,Barri,la sagrera,,91.0,28671,25067.0,0.0,545.0,3059.0,,,,,1935.0,6180.0,69.3,21.0,39
2015,Barri,la sagrera,92.1416201731558,97.0,28899,25423.0,0.0,612.0,2864.0,,,,,1791.0,5770.0,68.1,21.0,39
2016,Barri,la sagrera,90.3300068972503,105.0,28804,25436.0,0.0,652.0,2715.0,,,,,1593.0,5350.0,65.1,22.0,39
2017,Barri,la sagrera,89.2178583545398,108.0,29127,25532.0,0.0,694.0,2899.0,,,,,139.0,6690.0,62.7,22.0,39
2018,Barri,la sagrera,88.4506102584394,119.0,29290,25451.0,0.0,758.0,3079.0,,,,,131.0,7080.0,67.6,22.0,39
2019,Barri,la sagrera,87.7606346480624,126.0,29489,25261.0,6.0,853.0,3369.0,,,,,1223.0,7000.0,66.8,22.0,39
2020,Barri,la sagrera,90.0290340261728,124.0,29608,25038.0,0.0,891.0,3676.0,,,,,1202.0,4910.0,65.2,22.0,39
2021,Barri,la sagrera,91.095148256323,120.0,29568,24932.0,0.0,862.0,3771.0,3465.0,10632.0,5220.0,6396.0,1627.0,8220.0,65.6,22.0,39
2022,Barri,la sagrera,,129.0,29441,24763.0,0.0,907.0,3768.0,3279.0,10886.0,5238.0,6401.0,1088.0,7210.0,66.0,22.0,39
2023,Barri,la sagrera,,145.0,29908,24585.0,0.0,983.0,4336.0,3172.0,11444.0,5191.0,6583.0,109.0,5510.0,67.5,220.0,39
2024,Barri,la sagrera,,144.0,30392,24563.0,0.0,1102.0,4724.0,,,,,1093.0,5260.0,70.2,230.0,39
2025,Barri,la sagrera,,141.0,30965,24535.0,5.0,1212.0,5213.0,,,,,1107.0,5130.0,70.2,,39
2000,Barri,la salut,,,13023,12706.0,0.0,115.0,202.0,,,,,,,,,40
2001,Barri,la salut,,,12978,12519.0,0.0,140.0,319.0,0.0,0.0,0.0,0.0,,,,,40
2002,Barri,la salut,,,13134,12443.0,8.0,182.0,501.0,,,,,,,,,40
2003,Barri,la salut,,,13185,12251.0,8.0,216.0,710.0,,,,,,,,,40
2004,Barri,la salut,,,13182,12035.0,0.0,288.0,856.0,,,,,,,,,40
2005,Barri,la salut,,,13199,11888.0,5.0,347.0,959.0,,,,,,,,,40
2006,Barri,la salut,,,13159,11821.0,8.0,394.0,936.0,,,,,,,,,40
2007,Barri,la salut,,,13001,11673.0,8.0,529.0,791.0,,,,,,,,,40
2008,Barri,la salut,,,13182,11679.0,8.0,601.0,894.0,,,,,,,,,40
2009,Barri,la salut,,,13246,11661.0,0.0,633.0,951.0,,,,,,,,,40
2010,Barri,la salut,,,13326,11724.0,0.0,637.0,965.0,,,,,,,,,40
2011,Barri,la salut,,,13147,11557.0,0.0,598.0,991.0,0.0,0.0,0.0,0.0,7900.0,,,,40
2012,Barri,la salut,,,13186,11554.0,0.0,622.0,1009.0,,,,,8370.0,,,,40
2013,Barri,la salut,,,13199,11585.0,0.0,682.0,930.0,,,,,8340.0,,,,40
2014,Barri,la salut,,100.0,13159,11596.0,0.0,688.0,873.0,,,,,7930.0,3110.0,71.3,35.0,40
2015,Barri,la salut,113.622494797996,113.0,13220,11613.0,0.0,729.0,878.0,,,,,7230.0,2840.0,68.3,35.0,40
2016,Barri,la salut,112.107230536973,121.0,13123,11546.0,0.0,676.0,899.0,,,,,6190.0,3000.0,67.7,38.0,40
2017,Barri,la salut,113.122348996907,123.0,13207,11518.0,0.0,697.0,988.0,,,,,5540.0,4060.0,68.9,38.0,40
2018,Barri,la salut,111.680893718909,128.0,13260,11441.0,0.0,742.0,1074.0,,,,,5340.0,3960.0,71.5,37.0,40
2019,Barri,la salut,113.377104746029,131.0,13431,11393.0,0.0,852.0,1184.0,,,,,5120.0,3880.0,72.7,37.0,40
2020,Barri,la salut,114.240630093131,136.0,13478,11309.0,0.0,891.0,1275.0,,,,,5360.0,2710.0,74.7,37.0,40
2021,Barri,la salut,113.851319037922,126.0,13455,11189.0,0.0,837.0,1426.0,984.0,6432.0,1476.0,2541.0,6900.0,4220.0,72.9,36.0,40
2022,Barri,la salut,,135.0,13337,11162.0,0.0,843.0,1329.0,1011.0,6556.0,1451.0,2498.0,4490.0,4040.0,72.8,36.0,40
2023,Barri,la salut,,153.0,13491,11072.0,0.0,915.0,1501.0,985.0,6826.0,1414.0,2547.0,4440.0,2840.0,72.4,370.0,40
2024,Barri,la salut,,164.0,13679,11010.0,0.0,974.0,1693.0,,,,,4720.0,2450.0,72.3,370.0,40
2025,Barri,la salut,,165.0,14017,11100.0,0.0,1051.0,1864.0,,,,,4560.0,2390.0,69.5,,40
2000,Barri,la teixonera,,,11367,11162.0,0.0,25.0,180.0,,,,,,,,,41
2001,Barri,la teixonera,,,11480,11041.0,0.0,32.0,405.0,0.0,0.0,0.0,0.0,,,,,41
2002,Barri,la teixonera,,,11833,11107.0,5.0,41.0,680.0,,,,,,,,,41
2003,Barri,la teixonera,,,11955,10850.0,0.0,61.0,1040.0,,,,,,,,,41
2004,Barri,la teixonera,,,12028,10686.0,0.0,85.0,1255.0,,,,,,,,,41
2005,Barri,la teixonera,,,12084,10525.0,0.0,121.0,1436.0,,,,,,,,,41
2006,Barri,la teixonera,,,11926,10307.0,0.0,139.0,1480.0,,,,,,,,,41
2007,Barri,la teixonera,,,11748,10209.0,0.0,260.0,1279.0,,,,,,,,,41
2008,Barri,la teixonera,,,11938,10160.0,0.0,324.0,1454.0,,,,,,,,,41
2009,Barri,la teixonera,,,11905,10019.0,0.0,356.0,1530.0,,,,,,,,,41
2010,Barri,la teixonera,,,11827,9996.0,0.0,349.0,1482.0,,,,,,,,,41
2011,Barri,la teixonera,,,11788,10032.0,0.0,316.0,1440.0,0.0,0.0,0.0,0.0,6980.0,,,,41
2012,Barri,la teixonera,,,11770,10001.0,0.0,330.0,1438.0,,,,,7710.0,,,,41
2013,Barri,la teixonera,,,11659,9940.0,0.0,342.0,1376.0,,,,,7830.0,,,,41
2014,Barri,la teixonera,,84.0,11435,9938.0,0.0,340.0,1155.0,,,,,7630.0,2420.0,62.7,9.0,41
2015,Barri,la teixonera,79.6255454438022,95.0,11360,9993.0,0.0,333.0,1033.0,,,,,6940.0,2540.0,59.2,9.0,41
2016,Barri,la teixonera,77.7370748906328,102.0,11281,9912.0,0.0,309.0,1059.0,,,,,6190.0,3110.0,60.1,9.0,41
2017,Barri,la teixonera,77.4714422936065,112.0,11634,10054.0,0.0,303.0,1276.0,,,,,5580.0,3010.0,61.1,9.0,41
2018,Barri,la teixonera,76.9375899531902,121.0,11650,10003.0,0.0,338.0,1308.0,,,,,5250.0,2950.0,60.4,9.0,41
2019,Barri,la teixonera,75.2053104085012,126.0,11789,9906.0,0.0,395.0,1486.0,,,,,5070.0,2890.0,60.9,9.0,41
2020,Barri,la teixonera,76.3712168169577,121.0,11927,9786.0,0.0,426.0,1714.0,,,,,4940.0,2350.0,61.4,9.0,41
2021,Barri,la teixonera,78.6047996687908,122.0,12044,9837.0,0.0,426.0,1780.0,1788.0,3420.0,2646.0,2646.0,6870.0,3020.0,61.3,7.0,41
2022,Barri,la teixonera,,132.0,11918,9770.0,0.0,422.0,1725.0,1633.0,3543.0,2623.0,2607.0,4840.0,2770.0,61.3,6.0,41
2023,Barri,la teixonera,,146.0,12087,9743.0,0.0,426.0,1917.0,1586.0,3751.0,2607.0,2716.0,4720.0,2420.0,60.6,50.0,41
2024,Barri,la teixonera,,146.0,12433,9818.0,0.0,486.0,2128.0,,,,,4850.0,1860.0,61.0,50.0,41
2025,Barri,la teixonera,,150.0,12605,9772.0,0.0,514.0,2319.0,,,,,4810.0,2000.0,60.7,,41
2000,Barri,la trinitat nova,,,7680,7592.0,0.0,9.0,79.0,,,,,,,,,42
2001,Barri,la trinitat nova,,,7654,7474.0,0.0,10.0,170.0,0.0,0.0,0.0,0.0,,,,,42
2002,Barri,la trinitat nova,,,7761,7426.0,0.0,20.0,312.0,,,,,,,,,42
2003,Barri,la trinitat nova,,,7795,7222.0,0.0,18.0,552.0,,,,,,,,,42
2004,Barri,la trinitat nova,,,7904,7033.0,0.0,30.0,840.0,,,,,,,,,42
2005,Barri,la trinitat nova,,,7970,6895.0,0.0,35.0,1039.0,,,,,,,,,42
2006,Barri,la trinitat nova,,,7958,6650.0,0.0,44.0,1264.0,,,,,,,,,42
2007,Barri,la trinitat nova,,,8039,6590.0,0.0,86.0,1363.0,,,,,,,,,42
2008,Barri,la trinitat nova,,,8080,6495.0,0.0,91.0,1494.0,,,,,,,,,42
2009,Barri,la trinitat nova,,,8133,6455.0,0.0,81.0,1597.0,,,,,,,,,42
2010,Barri,la trinitat nova,,,7877,6328.0,0.0,86.0,1463.0,,,,,,,,,42
2011,Barri,la trinitat nova,,,7699,6222.0,0.0,89.0,1388.0,0.0,0.0,0.0,0.0,8570.0,,,,42
2012,Barri,la trinitat nova,,,7624,6189.0,0.0,87.0,1348.0,,,,,9290.0,,,,42
2013,Barri,la trinitat nova,,,7555,6164.0,0.0,95.0,1296.0,,,,,9590.0,,,,42
2014,Barri,la trinitat nova,,85.0,7390,6071.0,0.0,108.0,1211.0,,,,,9250.0,1240.0,53.3,,42
2015,Barri,la trinitat nova,56.1827435567698,88.0,7335,6046.0,0.0,95.0,1194.0,,,,,8820.0,1130.0,53.2,,42
2016,Barri,la trinitat nova,55.0956209695701,86.0,7259,5980.0,0.0,92.0,1187.0,,,,,8050.0,1160.0,54.0,,42
2017,Barri,la trinitat nova,55.8520930547715,107.0,7271,5908.0,0.0,101.0,1262.0,,,,,6830.0,1210.0,53.2,,42
2018,Barri,la trinitat nova,55.5684053578343,120.0,7365,5821.0,0.0,116.0,1428.0,,,,,6780.0,1250.0,50.3,,42
2019,Barri,la trinitat nova,54.8325184384194,121.0,7620,5861.0,0.0,134.0,1625.0,,,,,6300.0,1160.0,52.3,,42
2020,Barri,la trinitat nova,55.6736538626498,118.0,7669,5792.0,0.0,135.0,1742.0,,,,,6350.0,820.0,51.8,,42
2021,Barri,la trinitat nova,58.8699426252119,116.0,7628,5758.0,0.0,132.0,1738.0,1254.0,1263.0,2475.0,1494.0,8540.0,1310.0,53.0,,42
2022,Barri,la trinitat nova,,128.0,7421,5708.0,0.0,141.0,1572.0,1164.0,1262.0,2456.0,1516.0,6110.0,1240.0,51.5,,42
2023,Barri,la trinitat nova,,135.0,7624,5777.0,0.0,127.0,1720.0,1132.0,1372.0,2453.0,1641.0,5190.0,940.0,53.5,,42
2024,Barri,la trinitat nova,,142.0,7726,5806.0,0.0,124.0,1796.0,,,,,5300.0,890.0,53.4,,42
2025,Barri,la trinitat nova,,125.0,7965,5953.0,0.0,141.0,1871.0,,,,,5200.0,520.0,54.5,,42
2000,Barri,la trinitat vella,,,8024,7683.0,0.0,0.0,337.0,,,,,,,,,43
2001,Barri,la trinitat vella,,,8123,7565.0,0.0,8.0,550.0,0.0,0.0,0.0,0.0,,,,,43
2002,Barri,la trinitat vella,,,8493,7599.0,0.0,10.0,881.0,,,,,,,,,43
2003,Barri,la trinitat vella,,,8892,7472.0,0.0,26.0,1393.0,,,,,,,,,43
2004,Barri,la trinitat vella,,,9015,7257.0,0.0,35.0,1723.0,,,,,,,,,43
2005,Barri,la trinitat vella,,,9297,7055.0,0.0,53.0,2189.0,,,,,,,,,43
2006,Barri,la trinitat vella,,,9770,6963.0,0.0,76.0,2731.0,,,,,,,,,43
2007,Barri,la trinitat vella,,,9812,6893.0,0.0,143.0,2776.0,,,,,,,,,43
2008,Barri,la trinitat vella,,,10274,6845.0,0.0,235.0,3194.0,,,,,,,,,43
2009,Barri,la trinitat vella,,,10447,6859.0,0.0,219.0,3369.0,,,,,,,,,43
2010,Barri,la trinitat vella,,,10275,6790.0,0.0,211.0,3274.0,,,,,,,,,43
2011,Barri,la trinitat vella,,,10403,6812.0,0.0,234.0,3357.0,0.0,0.0,0.0,0.0,1141.0,,,,43
2012,Barri,la trinitat vella,,,10397,6900.0,0.0,239.0,3258.0,,,,,1237.0,,,,43
2013,Barri,la trinitat vella,,,10434,6998.0,0.0,252.0,3184.0,,,,,1276.0,,,,43
2014,Barri,la trinitat vella,,70.0,10247,7135.0,0.0,240.0,2872.0,,,,,1232.0,1660.0,62.6,5.0,43
2015,Barri,la trinitat vella,56.7423610442802,80.0,10068,7255.0,0.0,240.0,2573.0,,,,,1177.0,1430.0,57.6,5.0,43
2016,Barri,la trinitat vella,55.6179309213858,85.0,10048,7254.0,0.0,245.0,2549.0,,,,,1077.0,1620.0,58.8,4.0,43
2017,Barri,la trinitat vella,55.8301907409997,92.0,10006,7205.0,0.0,255.0,2546.0,,,,,9090.0,1740.0,57.8,4.0,43
2018,Barri,la trinitat vella,55.6469783961784,100.0,10071,7154.0,0.0,232.0,2685.0,,,,,9050.0,1740.0,60.4,4.0,43
2019,Barri,la trinitat vella,54.0729777014575,101.0,10337,7131.0,0.0,301.0,2905.0,,,,,8420.0,1580.0,61.2,4.0,43
2020,Barri,la trinitat vella,54.1044304150203,109.0,10487,7105.0,0.0,310.0,3072.0,,,,,8500.0,1340.0,61.7,4.0,43
2021,Barri,la trinitat vella,57.0445954169479,103.0,10513,7126.0,0.0,319.0,3068.0,1821.0,1728.0,2949.0,2043.0,1145.0,1670.0,61.0,4.0,43
2022,Barri,la trinitat vella,,110.0,10358,7197.0,0.0,325.0,2836.0,1664.0,1759.0,2971.0,2030.0,8200.0,1500.0,61.5,4.0,43
2023,Barri,la trinitat vella,,125.0,10286,7226.0,0.0,291.0,2769.0,1639.0,1893.0,2940.0,2078.0,7520.0,1270.0,60.7,50.0,43
2024,Barri,la trinitat vella,,111.0,10661,7394.0,0.0,316.0,2950.0,,,,,7680.0,1430.0,62.7,50.0,43
2025,Barri,la trinitat vella,,129.0,11160,7625.0,0.0,352.0,3183.0,,,,,7500.0,750.0,58.7,,43
2000,Barri,la vall dhebron,,,5543,5422.0,0.0,20.0,101.0,,,,,,,,,44
2001,Barri,la vall dhebron,,,5508,5328.0,0.0,23.0,157.0,0.0,0.0,0.0,0.0,,,,,44
2002,Barri,la vall dhebron,,,5611,5267.0,0.0,36.0,306.0,,,,,,,,,44
2003,Barri,la vall dhebron,,,5685,5201.0,0.0,39.0,443.0,,,,,,,,,44
2004,Barri,la vall dhebron,,,5710,5143.0,0.0,54.0,513.0,,,,,,,,,44
2005,Barri,la vall dhebron,,,5690,5062.0,0.0,74.0,554.0,,,,,,,,,44
2006,Barri,la vall dhebron,,,5664,4978.0,0.0,90.0,596.0,,,,,,,,,44
