territori,tipus_de_territori,nacionalitat_espanya_ue_resta_estranger,any,poblacio
la font den fargues,Barri,Resta de la Unió Europea,2014,195.0
la font den fargues,Barri,Resta del món,2014,367.0
la font den fargues,Barri,No consta,2014,
el carmel,Barri,Espanya,2014,27348.0
el carmel,Barri,Resta de la Unió Europea,2014,776.0
el carmel,Barri,Resta del món,2014,3531.0
el carmel,Barri,No consta,2014,
la teixonera,Barri,Espanya,2014,9938.0
la teixonera,Barri,Resta de la Unió Europea,2014,340.0
la teixonera,Barri,Resta del món,2014,1155.0
la teixonera,Barri,No consta,2014,
sant genis dels agudells,Barri,Espanya,2014,6033.0
sant genis dels agudells,Barri,Resta de la Unió Europea,2014,163.0
sant genis dels agudells,Barri,Resta del món,2014,656.0
sant genis dels agudells,Barri,No consta,2014,
montbau,Barri,Espanya,2014,4497.0
montbau,Barri,Resta de la Unió Europea,2014,100.0
montbau,Barri,Resta del món,2014,448.0
montbau,Barri,No consta,2014,
la vall dhebron,Barri,Espanya,2014,4974.0
la vall dhebron,Barri,Resta de la Unió Europea,2014,139.0
la vall dhebron,Barri,Resta del món,2014,377.0
la vall dhebron,Barri,No consta,2014,
la clota,Barri,Espanya,2014,416.0
la clota,Barri,Resta de la Unió Europea,2014,8.0
la clota,Barri,Resta del món,2014,97.0
horta,Barri,Espanya,2014,23717.0
horta,Barri,Resta de la Unió Europea,2014,645.0
horta,Barri,Resta del món,2014,2190.0
horta,Barri,No consta,2014,
vilapicina i la torre llobeta,Barri,Espanya,2014,22145.0
vilapicina i la torre llobeta,Barri,Resta de la Unió Europea,2014,491.0
vilapicina i la torre llobeta,Barri,Resta del món,2014,2693.0
vilapicina i la torre llobeta,Barri,No consta,2014,
porta,Barri,Espanya,2014,20702.0
porta,Barri,Resta de la Unió Europea,2014,430.0
porta,Barri,Resta del món,2014,3201.0
porta,Barri,No consta,2014,
el turo de la peira,Barri,Espanya,2014,11951.0
el turo de la peira,Barri,Resta de la Unió Europea,2014,240.0
el turo de la peira,Barri,Resta del món,2014,3159.0
el turo de la peira,Barri,No consta,2014,
can peguera,Barri,Espanya,2014,2122.0
can peguera,Barri,Resta de la Unió Europea,2014,25.0
can peguera,Barri,Resta del món,2014,114.0
la guineueta,Barri,Espanya,2014,13922.0
la guineueta,Barri,Resta de la Unió Europea,2014,218.0
la guineueta,Barri,Resta del món,2014,917.0
la guineueta,Barri,No consta,2014,
canyelles,Barri,Espanya,2014,6648.0
canyelles,Barri,Resta de la Unió Europea,2014,72.0
canyelles,Barri,Resta del món,2014,260.0
canyelles,Barri,No consta,2014,
les roquetes,Barri,Espanya,2014,12448.0
les roquetes,Barri,Resta de la Unió Europea,2014,409.0
les roquetes,Barri,Resta del món,2014,2708.0
les roquetes,Barri,No consta,2014,
verdun,Barri,Espanya,2014,9960.0
verdun,Barri,Resta de la Unió Europea,2014,220.0
verdun,Barri,Resta del món,2014,1939.0
verdun,Barri,No consta,2014,
la prosperitat,Barri,Espanya,2014,22440.0
la prosperitat,Barri,Resta de la Unió Europea,2014,368.0
la prosperitat,Barri,Resta del món,2014,3274.0
la prosperitat,Barri,No consta,2014,
la trinitat nova,Barri,Espanya,2014,6071.0
la trinitat nova,Barri,Resta de la Unió Europea,2014,108.0
la trinitat nova,Barri,Resta del món,2014,1211.0
la trinitat nova,Barri,No consta,2014,
torre baro,Barri,Espanya,2014,2132.0
torre baro,Barri,Resta de la Unió Europea,2014,42.0
torre baro,Barri,Resta del món,2014,381.0
torre baro,Barri,No consta,2014,
ciutat meridiana,Barri,Espanya,2014,7136.0
ciutat meridiana,Barri,Resta de la Unió Europea,2014,196.0
ciutat meridiana,Barri,Resta del món,2014,2842.0
ciutat meridiana,Barri,No consta,2014,
vallbona,Barri,Espanya,2014,1151.0
vallbona,Barri,Resta de la Unió Europea,2014,33.0
vallbona,Barri,Resta del món,2014,126.0
vallbona,Barri,No consta,2014,
la trinitat vella,Barri,Espanya,2014,7135.0
la trinitat vella,Barri,Resta de la Unió Europea,2014,240.0
la trinitat vella,Barri,Resta del món,2014,2872.0
la trinitat vella,Barri,No consta,2014,
baro de viver,Barri,Espanya,2014,2226.0
baro de viver,Barri,Resta de la Unió Europea,2014,28.0
baro de viver,Barri,Resta del món,2014,225.0
baro de viver,Barri,No consta,2014,
el bon pastor,Barri,Espanya,2014,10883.0
el bon pastor,Barri,Resta de la Unió Europea,2014,308.0
el bon pastor,Barri,Resta del món,2014,1485.0
el bon pastor,Barri,No consta,2014,
sant andreu,Barri,Espanya,2014,52108.0
sant andreu,Barri,Resta de la Unió Europea,2014,800.0
sant andreu,Barri,Resta del món,2014,3355.0
sant andreu,Barri,No consta,2014,
la sagrera,Barri,Espanya,2014,25067.0
la sagrera,Barri,Resta de la Unió Europea,2014,545.0
la sagrera,Barri,Resta del món,2014,3059.0
la sagrera,Barri,No consta,2014,
el congres i els indians,Barri,Espanya,2014,12078.0
el congres i els indians,Barri,Resta de la Unió Europea,2014,346.0
el congres i els indians,Barri,Resta del món,2014,1499.0
el congres i els indians,Barri,No consta,2014,
navas,Barri,Espanya,2014,18771.0
navas,Barri,Resta de la Unió Europea,2014,572.0
navas,Barri,Resta del món,2014,2390.0
navas,Barri,No consta,2014,6.0
el camp de larpa del clot,Barri,Espanya,2014,31977.0
el camp de larpa del clot,Barri,Resta de la Unió Europea,2014,1470.0
el camp de larpa del clot,Barri,Resta del món,2014,4348.0
el camp de larpa del clot,Barri,No consta,2014,
el clot,Barri,Espanya,2014,23285.0
el clot,Barri,Resta de la Unió Europea,2014,1001.0
el clot,Barri,Resta del món,2014,2746.0
el clot,Barri,No consta,2014,
el parc i la llacuna del poblenou,Barri,Espanya,2014,11688.0
el parc i la llacuna del poblenou,Barri,Resta de la Unió Europea,2014,1182.0
el parc i la llacuna del poblenou,Barri,Resta del món,2014,1742.0
el parc i la llacuna del poblenou,Barri,No consta,2014,5.0
la vila olimpica del poblenou,Barri,Espanya,2014,7773.0
la vila olimpica del poblenou,Barri,Resta de la Unió Europea,2014,997.0
la vila olimpica del poblenou,Barri,Resta del món,2014,597.0
la vila olimpica del poblenou,Barri,No consta,2014,
el poblenou,Barri,Espanya,2014,27425.0
el poblenou,Barri,Resta de la Unió Europea,2014,2349.0
el poblenou,Barri,Resta del món,2014,3242.0
el poblenou,Barri,No consta,2014,
diagonal mar i el front maritim del poblenou,Barri,Espanya,2014,10944.0
diagonal mar i el front maritim del poblenou,Barri,Resta de la Unió Europea,2014,1085.0
diagonal mar i el front maritim del poblenou,Barri,Resta del món,2014,1137.0
diagonal mar i el front maritim del poblenou,Barri,No consta,2014,
el besos i el maresme,Barri,Espanya,2014,17048.0
el besos i el maresme,Barri,Resta de la Unió Europea,2014,627.0
el besos i el maresme,Barri,Resta del món,2014,5165.0
el besos i el maresme,Barri,No consta,2014,
provencals del poblenou,Barri,Espanya,2014,17480.0
provencals del poblenou,Barri,Resta de la Unió Europea,2014,748.0
provencals del poblenou,Barri,Resta del món,2014,1870.0
provencals del poblenou,Barri,No consta,2014,
sant marti de provencals,Barri,Espanya,2014,23074.0
sant marti de provencals,Barri,Resta de la Unió Europea,2014,590.0
sant marti de provencals,Barri,Resta del món,2014,2252.0
sant marti de provencals,Barri,No consta,2014,
la verneda i la pau,Barri,Espanya,2014,25731.0
la verneda i la pau,Barri,Resta de la Unió Europea,2014,489.0
la verneda i la pau,Barri,Resta del món,2014,2587.0
la verneda i la pau,Barri,No consta,2014,
el raval,Barri,Espanya,2015,24498.0
el raval,Barri,Resta de la Unió Europea,2015,4347.0
el raval,Barri,Resta del món,2015,18293.0
el raval,Barri,No consta,2015,12.0
el barri gotic,Barri,Espanya,2015,9007.0
el barri gotic,Barri,Resta de la Unió Europea,2015,3079.0
el barri gotic,Barri,Resta del món,2015,3422.0
el barri gotic,Barri,No consta,2015,6.0
la barceloneta,Barri,Espanya,2015,10331.0
la barceloneta,Barri,Resta de la Unió Europea,2015,2178.0
la barceloneta,Barri,Resta del món,2015,2527.0
la barceloneta,Barri,No consta,2015,
sant pere santa caterina i la ribera,Barri,Espanya,2015,13644.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,2015,4146.0
sant pere santa caterina i la ribera,Barri,Resta del món,2015,4666.0
sant pere santa caterina i la ribera,Barri,No consta,2015,12.0
el fort pienc,Barri,Espanya,2015,25417.0
el fort pienc,Barri,Resta de la Unió Europea,2015,2340.0
el fort pienc,Barri,Resta del món,2015,3778.0
el fort pienc,Barri,No consta,2015,13.0
la sagrada familia,Barri,Espanya,2015,42395.0
la sagrada familia,Barri,Resta de la Unió Europea,2015,2761.0
la sagrada familia,Barri,Resta del món,2015,5923.0
la sagrada familia,Barri,No consta,2015,15.0
la dreta de leixample,Barri,Espanya,2015,35155.0
la dreta de leixample,Barri,Resta de la Unió Europea,2015,4245.0
la dreta de leixample,Barri,Resta del món,2015,4151.0
la dreta de leixample,Barri,No consta,2015,7.0
lantiga esquerra de leixample,Barri,Espanya,2015,33877.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,2015,3270.0
lantiga esquerra de leixample,Barri,Resta del món,2015,4506.0
lantiga esquerra de leixample,Barri,No consta,2015,9.0
la nova esquerra de leixample,Barri,Espanya,2015,48202.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2015,3041.0
la nova esquerra de leixample,Barri,Resta del món,2015,6415.0
la nova esquerra de leixample,Barri,No consta,2015,6.0
sant antoni,Barri,Espanya,2015,30571.0
sant antoni,Barri,Resta de la Unió Europea,2015,2599.0
sant antoni,Barri,Resta del món,2015,4851.0
sant antoni,Barri,No consta,2015,10.0
el poble sec,Barri,Espanya,2015,28502.0
el poble sec,Barri,Resta de la Unió Europea,2015,3157.0
el poble sec,Barri,Resta del món,2015,8561.0
el poble sec,Barri,No consta,2015,
la marina del prat vermell,Barri,Espanya,2015,1024.0
la marina del prat vermell,Barri,Resta de la Unió Europea,2015,13.0
la marina del prat vermell,Barri,Resta del món,2015,85.0
la marina del prat vermell,Barri,No consta,2015,
la marina de port,Barri,Espanya,2015,26312.0
la marina de port,Barri,Resta de la Unió Europea,2015,696.0
la marina de port,Barri,Resta del món,2015,3228.0
la marina de port,Barri,No consta,2015,
la font de la guatlla,Barri,Espanya,2015,8464.0
la font de la guatlla,Barri,Resta de la Unió Europea,2015,625.0
la font de la guatlla,Barri,Resta del món,2015,1282.0
la font de la guatlla,Barri,No consta,2015,
hostafrancs,Barri,Espanya,2015,12546.0
hostafrancs,Barri,Resta de la Unió Europea,2015,881.0
hostafrancs,Barri,Resta del món,2015,2331.0
hostafrancs,Barri,No consta,2015,
la bordeta,Barri,Espanya,2015,16162.0
la bordeta,Barri,Resta de la Unió Europea,2015,499.0
la bordeta,Barri,Resta del món,2015,1718.0
la bordeta,Barri,No consta,2015,5.0
sants badal,Barri,Espanya,2015,20180.0
sants badal,Barri,Resta de la Unió Europea,2015,732.0
sants badal,Barri,Resta del món,2015,3100.0
sants badal,Barri,No consta,2015,
sants,Barri,Espanya,2015,34168.0
sants,Barri,Resta de la Unió Europea,2015,1733.0
sants,Barri,Resta del món,2015,4796.0
sants,Barri,No consta,2015,6.0
les corts,Barri,Espanya,2015,41256.0
les corts,Barri,Resta de la Unió Europea,2015,1562.0
les corts,Barri,Resta del món,2015,3177.0
les corts,Barri,No consta,2015,8.0
la maternitat i sant ramon,Barri,Espanya,2015,21318.0
la maternitat i sant ramon,Barri,Resta de la Unió Europea,2015,668.0
la maternitat i sant ramon,Barri,Resta del món,2015,1824.0
la maternitat i sant ramon,Barri,No consta,2015,
pedralbes,Barri,Espanya,2015,9965.0
pedralbes,Barri,Resta de la Unió Europea,2015,901.0
pedralbes,Barri,Resta del món,2015,848.0
pedralbes,Barri,No consta,2015,
vallvidrera el tibidabo i les planes,Barri,Espanya,2015,3996.0
vallvidrera el tibidabo i les planes,Barri,Resta de la Unió Europea,2015,391.0
vallvidrera el tibidabo i les planes,Barri,Resta del món,2015,217.0
vallvidrera el tibidabo i les planes,Barri,No consta,2015,
sarria,Barri,Espanya,2015,21767.0
sarria,Barri,Resta de la Unió Europea,2015,1609.0
sarria,Barri,Resta del món,2015,1260.0
sarria,Barri,No consta,2015,
les tres torres,Barri,Espanya,2015,14810.0
les tres torres,Barri,Resta de la Unió Europea,2015,623.0
les tres torres,Barri,Resta del món,2015,1068.0
les tres torres,Barri,No consta,2015,
sant gervasi la bonanova,Barri,Espanya,2015,22794.0
sant gervasi la bonanova,Barri,Resta de la Unió Europea,2015,1027.0
sant gervasi la bonanova,Barri,Resta del món,2015,1541.0
sant gervasi la bonanova,Barri,No consta,2015,6.0
sant gervasi galvany,Barri,Espanya,2015,41597.0
sant gervasi galvany,Barri,Resta de la Unió Europea,2015,2220.0
sant gervasi galvany,Barri,Resta del món,2015,2893.0
sant gervasi galvany,Barri,No consta,2015,
el putxet i el farro,Barri,Espanya,2015,25441.0
el putxet i el farro,Barri,Resta de la Unió Europea,2015,1634.0
el putxet i el farro,Barri,Resta del món,2015,1942.0
el putxet i el farro,Barri,No consta,2015,7.0
vallcarca i els penitents,Barri,Espanya,2015,13602.0
vallcarca i els penitents,Barri,Resta de la Unió Europea,2015,809.0
vallcarca i els penitents,Barri,Resta del món,2015,1107.0
vallcarca i els penitents,Barri,No consta,2015,
el coll,Barri,Espanya,2015,6321.0
el coll,Barri,Resta de la Unió Europea,2015,404.0
el coll,Barri,Resta del món,2015,626.0
el coll,Barri,No consta,2015,
la salut,Barri,Espanya,2015,11613.0
la salut,Barri,Resta de la Unió Europea,2015,729.0
la salut,Barri,Resta del món,2015,878.0
la salut,Barri,No consta,2015,
la vila de gracia,Barri,Espanya,2015,40998.0
la vila de gracia,Barri,Resta de la Unió Europea,2015,4683.0
la vila de gracia,Barri,Resta del món,2015,4746.0
la vila de gracia,Barri,No consta,2015,14.0
el camp den grassot i gracia nova,Barri,Espanya,2015,29814.0
el camp den grassot i gracia nova,Barri,Resta de la Unió Europea,2015,1645.0
el camp den grassot i gracia nova,Barri,Resta del món,2015,2445.0
el camp den grassot i gracia nova,Barri,No consta,2015,9.0
el baix guinardo,Barri,Espanya,2015,22226.0
el baix guinardo,Barri,Resta de la Unió Europea,2015,1032.0
el baix guinardo,Barri,Resta del món,2015,2214.0
el baix guinardo,Barri,No consta,2015,
can baro,Barri,Espanya,2015,7667.0
can baro,Barri,Resta de la Unió Europea,2015,365.0
can baro,Barri,Resta del món,2015,790.0
can baro,Barri,No consta,2015,
el guinardo,Barri,Espanya,2015,31167.0
el guinardo,Barri,Resta de la Unió Europea,2015,1200.0
el guinardo,Barri,Resta del món,2015,3416.0
